DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
6/5/1963,6,0,0,4,NA,4,NA,9.5
6/6/1963,6.29,0,0,4,NA,4,NA,9.4
6/7/1963,3.58,0,0,4,NA,4,NA,7.2
6/8/1963,4.25,0,0,4,NA,4,NA,4.4
6/9/1963,8.38,0,0,4,NA,4,NA,7.8
6/10/1963,5.75,0,0,4,NA,4,NA,6.7
6/11/1963,2.92,0,18.8,4,NA,4,NA,5
6/12/1963,4.25,0,5,4,NA,4,NA,12
6/13/1963,4.92,0,0,4,NA,4,NA,4.5
6/14/1963,4.83,0,0,4,NA,4,NA,5.6
6/15/1963,7.17,0,5,4,NA,4,NA,5
6/16/1963,8.29,0,0.8,4,NA,4,NA,10.3
6/17/1963,5.88,0,4.5,4,NA,4,NA,9.6
6/18/1963,17.83,0,0.8,4,NA,4,NA,10.7
6/19/1963,8.92,0,3.3,4,NA,4,NA,6.2
6/20/1963,8.67,0,0.1,4,NA,4,NA,9.5
6/21/1963,10.34,0,0.5,4,NA,4,NA,9.4
6/22/1963,11.83,0,6.3,4,NA,4,NA,7.5
6/23/1963,11.87,0,0.3,4,NA,4,NA,5
6/24/1963,12.04,0,2.8,4,NA,4,NA,8.5
6/25/1963,8.17,0,3.1,4,NA,4,NA,8.3
6/26/1963,12.71,0,3.5,4,NA,4,NA,8.3
6/27/1963,13.04,0,3,4,NA,4,NA,6.1
6/28/1963,12.17,0,3.4,4,NA,4,NA,10.3
6/29/1963,13.5,0,2.8,4,NA,4,NA,9.7
6/30/1963,11.58,0,0.5,4,NA,4,NA,9.6
7/1/1963,8.54,0,0.8,0,16.2,0,11.4,10.7
7/2/1963,5.09,0,0.3,0,17,0,11.1,11.2
7/3/1963,6.46,0,0,0,17.2,0,12.2,10.6
7/4/1963,8.5,0,0.7,0,15.7,0,11.3,8.5
7/5/1963,5.17,0,3.4,0,16.6,0,10.5,10.5
7/6/1963,2.67,0,0.1,0,16.1,0,11.6,11.2
7/7/1963,6.46,0,0,0,16.6,0,11.1,9.6
7/8/1963,10.92,0,0,0,16.6,0,10.7,10.1
7/9/1963,13.96,0,0.1,0,16.4,0,11.5,10.1
7/10/1963,8.17,0,0.2,0,17,0,10.6,10.4
7/11/1963,4.46,0,0.9,0,15,0,8.4,4.7
7/12/1963,4.79,0,0.3,0,15.6,0,10.2,8.8
7/13/1963,5.54,0,0.5,0,17.2,0,7.8,3.4
7/14/1963,14.71,0,0,0,20,0,12.2,9.5
7/15/1963,12.04,0,3.8,0,18.8,0,13.4,11
7/16/1963,10.29,0,2,0,19,0,11.6,10
7/17/1963,9.75,0,0,0,17.6,0,12.1,9
7/18/1963,6.5,0,0,0,19.4,0,10.2,7.5
7/19/1963,10.04,0,0.4,0,19.4,0,13.7,12.7
7/20/1963,6.5,0,0,0,17.7,0,4.7,1
7/21/1963,7.29,0,0,0,24,0,11.6,8.3
7/22/1963,6.5,0,3.4,0,17.7,0,15,13.3
7/23/1963,7.87,0,2.3,0,18.3,0,12.6,10.1
7/24/1963,11.17,0,0.1,0,18.2,0,13.1,13.3
7/25/1963,11,0,1.1,0,17.5,0,8.3,6.2
7/26/1963,6.5,0,0,0,17.7,0,9.2,6
7/27/1963,5.5,0,0,0,20.1,0,7.2,2.5
7/28/1963,5.91,0,0,0,20.4,0,6.6,3
7/29/1963,8.21,0,0,0,21.1,0,7.1,2.7
7/30/1963,4.33,0,0,0,25.5,0,9.5,7.2
7/31/1963,4.33,0,0,0,22.3,0,8.7,4.5
8/1/1963,5.41,0,0,0,21.4,0,12.7,10.4
8/2/1963,4.08,0,0,0,20.3,0,10,5.5
8/3/1963,2.62,0,0,0,19.6,0,10.5,6.7
8/4/1963,3.13,0,0,0,21.1,0,13.3,11.6
8/5/1963,10.5,0,4.1,0,18.3,0,12.8,9.6
8/6/1963,7,0,0,0,18.8,0,11.6,10.8
8/7/1963,12.58,0,0,0,20.6,0,14,12.8
8/8/1963,13.5,0,0,0,16.6,0,9.7,7.4
8/9/1963,7.96,0,9.4,0,17.3,0,8.6,4.7
8/10/1963,14.09,0,2.1,0,19.7,0,12.6,10.3
8/11/1963,11.25,0,1.6,0,18.4,0,12.2,11.2
8/12/1963,8.38,0,0,0,18.8,0,11.6,10.6
8/13/1963,6.58,0,0,0,16.2,0,10.7,10.7
8/14/1963,6.67,0,4.3,0,17.6,0,8.7,5.7
8/15/1963,9.21,0,15.1,0,16.3,0,6.2,1.8
8/16/1963,17.67,0,44.4,2,13,0,9.6,9.4
8/17/1963,15.67,0,0,2,15,0,8.8,8.8
8/18/1963,6.92,0,0,0,17.7,0,7.3,3.8
8/19/1963,7.79,0,3.6,0,17.8,0,11.2,10.3
8/20/1963,11.08,0,0.4,0,17,0,8.8,6.6
8/21/1963,9.46,0,3.4,0,18.3,0,9.7,7.6
8/22/1963,7.62,0,0.2,0,18.8,0,12.7,11.8
8/23/1963,13.13,0,3.8,0,17.8,0,10.3,6.1
8/24/1963,13.59,0,0.4,0,19,0,11.1,9.4
8/25/1963,9,0,3.6,0,17.7,0,12.7,11.4
8/26/1963,19.62,0,3.3,0,17.3,0,12.3,10.5
8/27/1963,14.62,0,0.2,0,15.5,0,11.4,10
8/28/1963,7.41,0,0,0,15.5,0,9.8,4.7
8/29/1963,8.33,0,0,0,16.5,0,10.5,6.6
8/30/1963,11.12,0,11.4,0,17.7,0,12.3,8.2
8/31/1963,9.59,0,0.5,0,15.6,0,11.6,11.1
9/1/1963,10.34,0,0.5,4,NA,4,NA,5.5
9/2/1963,8.96,0,1.3,4,NA,4,NA,8.8
9/3/1963,11.25,0,2.8,4,NA,4,NA,5.5
9/4/1963,5.96,0,0,4,NA,4,NA,5.3
9/5/1963,9.25,0,6.8,4,NA,4,NA,5.1
9/6/1963,10.34,0,6.9,4,NA,4,NA,3.1
9/7/1963,14.67,0,2,4,NA,4,NA,10
9/8/1963,13.13,0,1.2,4,NA,4,NA,1.4
9/9/1963,14.04,0,0.3,4,NA,4,NA,5.6
9/10/1963,3.71,0,0,4,NA,4,NA,1.1
9/11/1963,2.54,0,0,4,NA,4,NA,9.8
9/12/1963,4.29,0,0,4,NA,4,NA,3
9/13/1963,9.79,0,0,4,NA,4,NA,3.8
9/14/1963,9.33,0,0,4,NA,4,NA,7.8
9/15/1963,5.91,0,0,4,NA,4,NA,1.6
9/16/1963,4.75,0,0,4,NA,4,NA,1.6
9/17/1963,7.83,0,5.6,4,NA,4,NA,3.3
9/18/1963,5.41,0,0,4,NA,4,NA,4.4
9/19/1963,6.75,0,0.2,4,NA,4,NA,3.3
9/20/1963,5.5,0,0,4,NA,4,NA,10.2
9/21/1963,2.54,0,0,4,NA,4,NA,4.1
9/22/1963,3.21,0,0,4,NA,4,NA,5.5
9/23/1963,5.09,0,2,4,NA,4,NA,4.4
9/24/1963,14.67,0,1.3,4,NA,4,NA,7.7
9/25/1963,13.37,0,15.8,4,NA,4,NA,1.7
9/26/1963,23.04,0,0,4,NA,4,NA,7.7
9/27/1963,15,0,0,4,NA,4,NA,3.7
9/28/1963,10.17,0,0.3,4,NA,4,NA,3.2
9/29/1963,17.88,0,0,4,NA,4,NA,11.2
9/30/1963,12.5,0,0.2,4,NA,4,NA,7.7
10/1/1963,15.71,0,0.9,4,NA,4,NA,10
10/2/1963,10.54,0,1.2,4,NA,4,NA,10
10/3/1963,14.21,0,2,4,NA,4,NA,9
10/4/1963,14.25,0,1.5,4,NA,4,NA,2.5
10/5/1963,9.04,0,2.4,4,NA,4,NA,4.5
10/6/1963,8.71,0,5.1,4,NA,4,NA,-1
10/7/1963,11.17,0,0,4,NA,4,NA,8.5
10/8/1963,14.33,0,0.4,4,NA,4,NA,11.6
10/9/1963,15.25,0,0,4,NA,4,NA,-0.5
10/10/1963,14.42,0,0,4,NA,4,NA,8.6
10/11/1963,9.83,0,0,4,NA,4,NA,8.8
10/12/1963,9.42,0,0.3,4,NA,4,NA,-1.6
10/13/1963,14.21,0,0,4,NA,4,NA,3.8
10/14/1963,3.83,0,4.3,4,NA,4,NA,-1.6
10/15/1963,11.67,0,1,4,NA,4,NA,8.6
10/16/1963,7.46,0,0,4,NA,4,NA,-0.5
10/17/1963,10.37,0,0,4,NA,4,NA,6.7
10/18/1963,12.96,0,0,4,NA,4,NA,4.3
10/19/1963,15.09,0,0.2,4,NA,4,NA,10.6
10/20/1963,13.42,0,0,4,NA,4,NA,0.5
10/21/1963,13.88,0,6.3,4,NA,4,NA,9.8
10/22/1963,9.79,0,0.4,4,NA,4,NA,0.5
10/23/1963,12.92,0,0,4,NA,4,NA,8.8
10/24/1963,4.83,0,0,4,NA,4,NA,10
10/25/1963,6.04,0,0,4,NA,4,NA,0.5
10/26/1963,11.21,0,0,4,NA,4,NA,9.4
10/27/1963,15.37,0,0.1,4,NA,4,NA,8.7
10/28/1963,12.04,0,5.4,4,NA,4,NA,11
10/29/1963,8.21,0,3,4,NA,4,NA,8
10/30/1963,15.92,0,9.6,4,NA,4,NA,10.5
10/31/1963,5.25,0,0.2,4,NA,4,NA,3.1
11/1/1963,8.25,0,0.5,4,NA,4,NA,3.1
11/2/1963,6,0,16.2,4,NA,4,NA,3
11/3/1963,7.33,0,2,4,NA,4,NA,5.8
11/4/1963,16.13,0,7.9,4,NA,4,NA,6.2
11/5/1963,11.12,0,9.8,4,NA,4,NA,8.5
11/6/1963,3,0,0.2,4,NA,4,NA,2.1
11/7/1963,7.62,0,0,4,NA,4,NA,3.1
11/8/1963,13,0,0,4,NA,4,NA,-2.7
11/9/1963,6.58,0,11.2,4,NA,4,NA,-4.4
11/10/1963,19.83,0,7.6,4,NA,4,NA,8.6
11/11/1963,18.29,0,0.3,4,NA,4,NA,9.4
11/12/1963,25.92,0,0,4,NA,4,NA,6.6
11/13/1963,14.42,0,1.7,4,NA,4,NA,-0.2
11/14/1963,12.08,0,0.1,4,NA,4,NA,0.6
11/15/1963,2.92,0,6.3,4,NA,4,NA,-5.5
11/16/1963,6.29,0,0,4,NA,4,NA,-3.8
11/17/1963,13.75,0,11.5,4,NA,4,NA,-3.3
11/18/1963,22.5,0,0.9,4,NA,4,NA,6.1
11/19/1963,10.08,0,2.2,4,NA,4,NA,6.1
11/20/1963,7.17,0,2,4,NA,4,NA,-2.7
11/21/1963,24.71,0,7,4,NA,4,NA,-5.2
11/22/1963,10.21,0,0,4,NA,4,NA,2.5
11/23/1963,13.17,0,3.1,4,NA,4,NA,2.8
11/24/1963,14.62,0,0,4,NA,4,NA,9.4
11/25/1963,18.41,0,1.5,4,NA,4,NA,3.8
11/26/1963,14.42,0,0,4,NA,4,NA,3.8
11/27/1963,5.91,0,3.5,4,NA,4,NA,-2.7
11/28/1963,10.41,0,0,4,NA,4,NA,-1.6
11/29/1963,6.46,0,0.2,4,NA,4,NA,-5.1
11/30/1963,6.42,0,7.2,4,NA,4,NA,-7.7
12/1/1963,13.79,0,1,4,NA,4,NA,3.4
12/2/1963,16,0,0,4,NA,4,NA,0.7
12/3/1963,21.29,0,0,4,NA,4,NA,7.2
12/4/1963,16.08,0,0,4,NA,4,NA,6.1
12/5/1963,10.71,0,0,4,NA,4,NA,3.2
12/6/1963,13.21,0,0,4,NA,4,NA,3.3
12/7/1963,8.92,0,0,4,NA,4,NA,1.6
12/8/1963,1.83,0,0,4,NA,4,NA,-3.6
12/9/1963,3.46,0,0,4,NA,4,NA,-7.3
12/10/1963,12.17,0,0,4,NA,4,NA,-7.2
12/11/1963,17.54,0,6.4,4,NA,4,NA,3.1
12/12/1963,16.96,0,0,4,NA,4,NA,4.5
12/13/1963,13.04,0,0.3,4,NA,4,NA,2.4
12/14/1963,9.08,0,0,4,NA,4,NA,0
12/15/1963,6.5,0,1.8,4,NA,4,NA,2
12/16/1963,4.92,0,0,4,NA,4,NA,2.2
12/17/1963,6.42,0,0,4,NA,4,NA,2.1
12/18/1963,7.5,0,1.2,4,NA,4,NA,-5.5
12/19/1963,10.58,0,0,4,NA,4,NA,-2.7
12/20/1963,8.38,0,0,4,NA,4,NA,-8.3
12/21/1963,10.88,0,0,4,NA,4,NA,-8.3
12/22/1963,6.63,0,0,4,NA,4,NA,-5.3
12/23/1963,12.08,0,0,4,NA,4,NA,-7.7
12/24/1963,18.08,0,1.1,4,NA,4,NA,1.2
12/25/1963,12.21,0,0,4,NA,4,NA,1.1
12/26/1963,8.29,0,0,4,NA,4,NA,-6.1
12/27/1963,10.54,0,0,4,NA,4,NA,-4.7
12/28/1963,12.87,0,2,4,NA,4,NA,4.1
12/29/1963,14.29,0,1.5,4,NA,4,NA,5
12/30/1963,17.29,0,2.6,4,NA,4,NA,2.7
12/31/1963,18.29,0,0.1,4,NA,4,NA,3.3
1/1/1964,14.12,0,0,0,11.6,0,4.3,0.5
1/2/1964,22.63,0,0,0,11.6,0,6.4,4.5
1/3/1964,16.13,0,0,0,12.2,0,10,8.8
1/4/1964,6.5,0,2.6,0,11.7,0,9.4,7.7
1/5/1964,3.67,0,0.1,0,7.8,0,5,5
1/6/1964,2.54,0,0.5,0,9.2,0,5.5,4.1
1/7/1964,2.92,0,0,0,10.1,0,2.5,-1
1/8/1964,4.08,0,0,0,8.3,1,-0.4,-4.1
1/9/1964,2.67,0,0,0,9.1,0,2.4,1.1
1/10/1964,2.71,0,0,0,8.1,0,4.1,2.3
1/11/1964,4.42,0,0,0,6.4,0,2.8,0.1
1/12/1964,7.54,0,0,0,6.5,0,3.3,1.7
1/13/1964,15.04,0,1.8,0,6.6,0,3.8,2.8
1/14/1964,8.71,0,0,0,7.2,0,0.1,-5.3
1/15/1964,11.12,0,0,0,7.3,0,0.5,NA
1/16/1964,11.34,0,0,0,5.4,0,4.3,0.5
1/17/1964,12.25,0,0,2,6.5,0,2.8,-1.1
1/18/1964,15.29,0,0,0,10.5,0,4,1
1/19/1964,2.62,0,0,0,9.6,0,6.1,2.2
1/20/1964,7.58,0,0,0,11.1,0,4,1.1
1/21/1964,1.92,0,0,0,9.3,0,1.2,-2.4
1/22/1964,3,0,0.1,0,8.3,0,2.2,1.6
1/23/1964,9.92,0,0.8,0,9.4,0,4,-0.5
1/24/1964,6.34,0,0,0,5.1,1,-0.3,-3.3
1/25/1964,9.08,0,0,0,6.5,0,0.3,-3.4
1/26/1964,7.12,0,0,0,7.3,0,1.1,-1.8
1/27/1964,11.08,0,0.9,0,10,1,-0.5,-5
1/28/1964,15.87,0,0,0,9.4,0,5,2.7
1/29/1964,17.25,0,0.9,0,11,0,5.5,3.8
1/30/1964,19,0,2.8,2,11,0,2.7,0.5
1/31/1964,22.92,0,0.9,0,11.2,0,3.3,2
2/1/1964,17.67,0,0.4,0,12.2,0,9,7
2/2/1964,15.34,0,0.8,0,11.8,0,9.4,7.3
2/3/1964,16.79,0,0.5,0,9,0,5.6,2.3
2/4/1964,15.5,0,0.6,0,9.1,0,3.6,0.7
2/5/1964,7.25,0,0,0,6.1,2,0.5,-2.5
2/6/1964,5.63,0,0,0,5.5,1,-6.1,-9.4
2/7/1964,5.88,0,0,0,5.5,3,-4.2,-6.7
2/8/1964,7.21,0,0,2,6.1,1,-2.5,-6.6
2/9/1964,7.54,0,0,0,6.3,1,-5.1,-9
2/10/1964,10.83,0,0,0,7.1,1,-3.8,NA
2/11/1964,8.5,0,0,0,7.7,0,3.4,3.4
2/12/1964,9.67,0,0,0,8.4,1,-2.3,-6.6
2/13/1964,20.3,0,1.4,0,8.3,0,4.7,0.5
2/14/1964,17.04,0,2.6,0,8.6,0,4.4,3.3
2/15/1964,13.88,0,2.9,0,8.4,0,5.4,3.6
2/16/1964,12.96,0,2.7,0,5.5,0,4.4,3.7
2/17/1964,12.83,0,4.8,0,5.5,0,1.8,1.1
2/18/1964,24,0,1.2,0,3.3,0,0.2,-0.4
2/19/1964,16.38,0,0,0,3.3,0,0,0
2/20/1964,9.67,0,0,0,2.7,0,1.5,0.3
2/21/1964,18.29,0,1.8,0,5,0,1.1,0
2/22/1964,19.25,0,2.2,0,8.8,1,-2.1,NA
2/23/1964,8.92,0,0.5,0,13.8,0,4.4,2.7
2/24/1964,15.04,0,1.3,0,10.7,0,2.8,2.8
2/25/1964,11.08,0,0.1,0,12.2,0,2.7,NA
2/26/1964,16.25,0,2,2,11,0,7.6,4.4
2/27/1964,13.79,0,0,0,13.3,0,7.6,6.6
2/28/1964,8.46,0,0,0,11.7,0,7.1,4.4
2/29/1964,5.88,0,0,0,12.1,0,2.1,-3.8
3/1/1964,8.87,0,0,0,11.2,1,-1.3,-6.1
3/2/1964,6.04,0,0,0,9,0,0,-5.4
3/3/1964,4.83,0,0,0,5.6,0,1.7,2.7
3/4/1964,7.83,0,0.2,0,9.3,1,-2,-5.6
3/5/1964,7.67,0,1.6,0,6.8,0,2.4,-2.7
3/6/1964,5.88,0,0,0,5.7,0,0.3,-4.7
3/7/1964,10.08,0,1.2,0,5,1,-0.1,-4.6
3/8/1964,9.5,0,0.3,0,7,0,2.2,-2
3/9/1964,10.29,0,0.1,0,7.8,0,1.7,-1
3/10/1964,10.67,0,0,2,6.5,0,5,4.4
3/11/1964,15.16,0,0,2,10,0,3.2,-3.6
3/12/1964,15.37,0,12.3,0,8.3,0,4.9,2.3
3/13/1964,12.87,0,11.4,0,9.4,0,4.9,4.4
3/14/1964,13.21,0,0.4,0,12.8,0,7.1,4.3
3/15/1964,6.54,0,0,0,10,0,0.2,-4.3
3/16/1964,17.41,0,16.2,0,5.6,0,3.3,-1.1
3/17/1964,23.13,0,0.9,0,5.7,0,1.7,0
3/18/1964,22.54,0,11.1,0,5.6,0,3.7,0
3/19/1964,15.37,0,10.6,0,10.2,0,3.6,2
3/20/1964,11.34,0,0.8,0,9.8,0,4.8,2.2
3/21/1964,8.71,0,1.7,0,11.1,0,6.3,1.8
3/22/1964,6.08,0,0.2,0,9,0,6.4,6.6
3/23/1964,11,0,2.8,0,12.3,0,3.9,-0.7
3/24/1964,7.58,0,8.6,0,11.4,0,7.3,4.4
3/25/1964,15.37,0,0.1,0,10.3,0,2.9,0.3
3/26/1964,6,0,2.8,0,10.2,1,-1.1,-5
3/27/1964,9.67,0,8.7,0,8,0,3.9,1.6
3/28/1964,8.92,0,0.5,0,7.7,0,5.8,6.1
3/29/1964,7.71,0,0.3,0,7.2,0,5,4.4
3/30/1964,7.71,0,0,0,6.7,0,0.3,-3.1
3/31/1964,10.58,0,0,0,5.7,0,4.2,-0.5
4/1/1964,12.04,0,0.3,0,6.6,0,4.3,3.4
4/2/1964,10.63,0,0.1,0,7.8,0,0.8,-2.3
4/3/1964,11.83,0,0,0,7.2,0,2.1,-1
4/4/1964,12.75,0,0,0,7.7,0,1.1,-1.4
4/5/1964,6.58,0,5,0,11.1,0,0.5,-3.2
4/6/1964,7.33,0,0,0,11.1,0,3.1,-1.5
4/7/1964,7.29,0,0,0,12.6,1,-1,-3.6
4/8/1964,11.63,0,0,0,14,2,6.1,2.8
4/9/1964,18.05,0,0.4,0,14.2,0,7.8,4
4/10/1964,8.54,0,0,0,13.3,0,1.3,-1.6
4/11/1964,10.04,0,1.1,0,14.1,0,7.2,2.8
4/12/1964,14.37,0,0.1,0,13,0,9.7,8.2
4/13/1964,15.96,0,2.2,0,12.7,0,4.4,1.4
4/14/1964,19.04,0,1,0,12.2,0,4.8,3.4
4/15/1964,10.71,0,0.7,0,14,0,7.2,5
4/16/1964,9.17,0,7,0,11.6,0,7,4.3
4/17/1964,12.79,0,0.5,0,12.7,0,7.1,6.1
4/18/1964,12.87,0,0,0,12,0,7.6,5.5
4/19/1964,4.75,0,1,0,12.5,0,2.3,-1.2
4/20/1964,9.25,0,3.2,0,10.7,0,3.5,-1
4/21/1964,5.41,0,4.5,0,9.2,0,6.1,4.6
4/22/1964,9.04,0,2.5,0,11.5,0,4.4,1.8
4/23/1964,9.79,0,0,0,14.6,0,5.1,1.4
4/24/1964,7.83,0,6.7,0,12.2,0,2.8,-1
4/25/1964,12.29,0,0,0,14.6,0,8.3,7.8
4/26/1964,7.21,0,2.4,0,14.6,0,10.1,4
4/27/1964,11.42,0,2.5,0,14.3,0,9.7,8.6
4/28/1964,11.63,0,5.8,0,15.5,0,9.4,7.7
4/29/1964,15.09,0,2.8,0,14.2,0,7.7,5.7
4/30/1964,14.5,0,3.4,0,13.7,0,6.7,4.8
5/1/1964,11.08,0,4.5,0,14,0,6,3.3
5/2/1964,9.79,0,1.1,0,16.6,0,8.3,7.7
5/3/1964,20.08,0,3.4,0,15,0,8.5,5.4
5/4/1964,19.41,0,2.2,0,15.7,0,7.5,5.6
5/5/1964,15.54,0,0,2,15,0,6.5,4.4
5/6/1964,9.75,0,1,0,15.1,0,10,6.1
5/7/1964,16.66,0,3.6,0,15.7,0,10.5,7.8
5/8/1964,19.7,0,3.2,0,14.7,0,6.5,4.4
5/9/1964,15.96,0,6.3,0,14.5,0,9.6,6.1
5/10/1964,15.92,0,6,0,14.4,0,7.2,4.3
5/11/1964,15.04,0,0,0,17.7,0,8.8,8
5/12/1964,14.37,0,0,0,18.3,0,11.7,9.4
5/13/1964,11.54,0,0,0,15.6,0,6.6,3.3
5/14/1964,9.92,0,0,0,16.1,0,5.1,2.4
5/15/1964,5.25,0,0,0,18.4,0,5,1.7
5/16/1964,5.66,0,0,0,20.1,0,8.3,6.1
5/17/1964,7.08,0,0.5,0,17.7,0,7.4,3.4
5/18/1964,13.46,0,0.4,0,18.3,0,12,9.8
5/19/1964,7.33,0,3.8,0,15.1,0,7.2,4.1
5/20/1964,7.54,0,0.8,0,15.2,0,5.8,2.3
5/21/1964,6.96,0,0,0,16.8,0,11.8,9.3
5/22/1964,10.71,0,0.7,0,12.7,0,9.3,7.5
5/23/1964,10.92,0,0,0,16.4,0,7.7,5.3
5/24/1964,11.08,0,0,0,18.2,0,10.2,8
5/25/1964,11.29,0,0,0,18.7,0,10.6,9
5/26/1964,6.13,0,0,0,19.4,0,6.6,3.1
5/27/1964,8.87,0,0,0,19,0,10,5.8
5/28/1964,10.54,0,0.5,0,15,0,11,9.3
5/29/1964,8.17,0,0,0,18.8,0,11.5,11.2
5/30/1964,3.08,0,2.8,0,18.5,0,6.1,3.2
5/31/1964,13.54,0,0.3,0,15.5,0,11.6,7.7
6/1/1964,17.37,0,3,0,10.8,0,9.4,8.7
6/2/1964,10.67,0,1.4,0,11.4,0,6.7,6.1
6/3/1964,7.67,0,3.8,0,16.1,0,7.2,5
6/4/1964,15.5,0,0.4,0,18.4,0,9.5,9.5
6/5/1964,11.12,0,1,0,18.3,0,12.2,9.4
6/6/1964,8.25,0,4.2,0,14.5,0,11.1,6.2
6/7/1964,10.04,0,0.4,0,18.3,0,11.5,10.3
6/8/1964,10.71,0,0.3,0,18,0,9.5,7.1
6/9/1964,8.58,0,5.9,0,17.2,0,12.6,10.7
6/10/1964,9.62,0,6.8,0,19.1,0,11.6,7.7
6/11/1964,11.21,0,0.4,0,19,0,11.2,9.3
6/12/1964,6.75,0,7.4,0,16.8,0,12.3,11.1
6/13/1964,8.63,0,0,0,18.1,0,10.6,7.3
6/14/1964,13.25,0,1.3,0,16.1,0,7.2,4.3
6/15/1964,15.37,0,0,0,16.5,0,8.2,5.5
6/16/1964,13.21,0,0.1,0,19.2,0,9.7,7.5
6/17/1964,6.17,0,4,0,16.3,0,10.5,8.5
6/18/1964,5.91,0,0,0,17.3,0,8.4,4.7
6/19/1964,13.25,0,0,0,15,0,6.3,2.8
6/20/1964,10.25,0,0,0,16.3,0,4.4,1.8
6/21/1964,8.96,0,0.2,0,19.3,0,4.4,NA
6/22/1964,3.67,0,1.2,0,14.5,0,10.5,8.5
6/23/1964,4.63,0,1.3,0,16,0,9.7,10.3
6/24/1964,4.29,0,0,0,20.1,0,7.1,3.4
6/25/1964,3.92,0,0,0,19.6,0,10.6,7.1
6/26/1964,8,0,2.4,0,21.8,0,10.6,8.1
6/27/1964,10.41,0,2.1,0,18.7,0,13.4,12.7
6/28/1964,5.21,0,0,0,17.2,0,13,12.6
6/29/1964,8.92,0,0,0,20,0,8.8,5.7
6/30/1964,14.88,0,0,0,20.6,0,12.5,10
7/1/1964,7.92,0,0,0,20.2,0,12,9.7
7/2/1964,9.87,0,0,0,18.1,0,12.7,11.4
7/3/1964,6.58,0,0,0,16.5,0,11.3,10.6
7/4/1964,5.21,0,0,0,17.3,0,5.7,2.7
7/5/1964,8.42,0,0.2,0,17.8,0,9.3,8.3
7/6/1964,6.42,0,0,0,17.3,0,7.6,3.8
7/7/1964,19.41,0,1.9,0,17.2,0,11.1,7.3
7/8/1964,16.21,0,4.3,0,16.1,0,10.5,8.5
7/9/1964,14.5,0,0,0,17.6,0,9,6.8
7/10/1964,12.25,0,3,0,18.3,0,7.7,5.5
7/11/1964,13.42,0,0,0,20.5,0,13.3,12.2
7/12/1964,6.54,0,0,0,17.7,0,10.1,7.7
7/13/1964,9.54,0,2,0,19.8,0,10.6,7
7/14/1964,13.54,0,0,0,21.1,0,14.4,14
7/15/1964,11.58,0,0,0,22,0,5,NA
7/16/1964,4.29,0,3.8,0,22.3,0,9,4.8
7/17/1964,4.08,0,0.2,0,20.7,0,14.4,12.2
7/18/1964,4.63,0,10,0,16.3,0,13.4,11.6
7/19/1964,7.79,0,1,0,18.3,0,14,12.6
7/20/1964,2.5,0,3.9,0,18.1,0,12.2,8.8
7/21/1964,1.96,0,0.3,0,19.5,0,12.2,9.7
7/22/1964,4.63,0,0,0,21.2,0,12.7,9.4
7/23/1964,6.83,0,0,0,20.8,0,14.8,14.6
7/24/1964,9.96,0,0,0,22.2,0,14.4,11
7/25/1964,8.17,0,0,0,21.7,0,15.5,14.6
7/26/1964,3.96,0,0,0,19.7,0,10.1,7.8
7/27/1964,15.09,0,0,0,21.5,0,12.3,10.6
7/28/1964,11.96,0,0.2,0,21.1,0,13.2,12.4
7/29/1964,6.71,0,0,0,19.6,0,14.8,13.6
7/30/1964,10.13,0,0.2,0,22.3,0,14.8,14.2
7/31/1964,13.79,0,0.2,0,19.7,0,13.5,12.8
8/1/1964,16.54,0,0,0,18.3,0,13.4,12.2
8/2/1964,14.04,0,0,0,20.4,0,14,12.7
8/3/1964,8.71,0,0,0,23.7,0,15.5,15
8/4/1964,4.42,0,0,0,21.8,0,15.5,12.4
8/5/1964,7.67,0,11.8,0,19.1,0,14.4,10.5
8/6/1964,6.83,0,3.3,0,18.8,0,11.5,11.1
8/7/1964,9.21,0,10.1,0,16.5,0,10.1,8.3
8/8/1964,6.96,0,1.3,0,18.4,0,11.1,10.2
8/9/1964,4.88,0,1.2,0,19.1,0,7.8,8.8
8/10/1964,3.08,0,4.5,0,17,0,13.1,6.4
8/11/1964,3.63,0,0,0,18.8,0,12.8,11.6
8/12/1964,2.46,0,0,0,18.2,0,7.5,5.8
8/13/1964,5.09,0,0,0,17.1,0,12.7,10.5
8/14/1964,3.04,0,0,0,18.8,0,10.1,6.7
8/15/1964,2.79,0,2.4,0,19,0,9.5,6.4
8/16/1964,7.08,0,13.9,0,18.5,0,12.7,10.4
8/17/1964,13.42,0,24.3,0,17,0,14.4,13.8
8/18/1964,15.09,0,1,0,16.2,0,13.8,13.3
8/19/1964,10.67,0,0,0,15.4,0,7.3,5.1
8/20/1964,5.71,0,2.6,0,15.5,0,4.3,-0.4
8/21/1964,4.25,0,0,0,15.7,0,3.3,-0.4
8/22/1964,9.42,0,0,0,19.1,0,7.8,4.1
8/23/1964,13.62,0,1.2,0,18.7,0,13.7,9.5
8/24/1964,15.34,0,0,0,21.5,0,16,13.2
8/25/1964,13,0,0,0,22.2,0,15.7,14.3
8/26/1964,8.04,0,0,0,20.5,0,13.6,8.6
8/27/1964,7.12,0,0,0,23.1,0,10.4,5.6
8/28/1964,11.34,0,5,0,18,0,11.5,7.7
